p (mbar),T (degC),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),wv (m/s),max. wv (m/s),wd (deg),anomaly_score_IF
1000.06076443827,16.148577270268415,9.605293997945616,84.34361194969122,15.239587418952771,11.225561795013114,3.3630260014240525,4.620123894000135,259.93606272150845,-0.12759538313977725
1000.9057448729388,15.580885874686375,9.497587743239126,84.65307889965189,14.885930023293056,11.500991133282891,2.648389634296529,3.045350734415512,261.4849399642585,-0.14805775904003754
1000.155800479128,15.908950641903807,9.588761983681673,84.39537524737929,15.2357323287037,11.341489302888125,2.807237670002391,3.29687941084426,267.3833200964387,-0.14493532774213813
999.195007196267,16.32042123680036,10.055191227886812,86.74118630175813,15.160076760662031,11.447098067838844,2.3309074538816708,3.362696464773749,265.63925367476395,-0.14938879080988687
1000.1762584303652,16.653942732248133,9.931441387423346,84.25712006211245,15.047551287427517,11.325684730259397,2.2732403521610878,3.632593802416361,268.17855715203103,-0.147505322368496
998.9246082842528,16.503283027294405,9.399705271165685,85.21906840972575,15.058088292919171,11.474680280713487,2.595365070709952,7.321105249790762,269.1507108279213,-0.11265709267061108
999.3150666783564,16.11505307013482,9.89316855812062,86.77201746517342,15.27253294455022,11.323100297235657,2.4950374903560206,3.437450218317491,265.85426553477856,-0.14824437721993372
999.4735262590513,16.05427537983886,9.897753030614396,84.6872228908058,14.812238016124274,11.48626041408474,2.4725801402359875,3.1679247942682265,275.071399656242,-0.1439149291334368
1000.324603633326,16.556169053160946,10.372425810982046,86.04949426678932,15.586356564403262,11.531922038454944,2.8133680761151587,5.172523080498776,272.75942457576434,-0.11919068673612143
999.054343479805,16.03707970117357,9.37242507054184,84.2375360908209,15.123062817598395,11.47484028660752,2.403163732008561,4.961960609070323,270.15312595596413,-0.13590488598776612
998.9708001616348,16.881596441394393,9.68642493510552,84.87273578235927,15.17394377763009,11.572668607894324,2.846330921499108,7.712244669920969,251.05522462555285,-0.11174094842563209
999.2906083804972,16.60962554660673,10.23493026769869,83.42104388741939,15.366747467041597,11.607145981249593,3.2494439925658485,5.998624995934315,256.59422080059267,-0.1203733678884964
998.9624343671584,16.13663849435404,9.63084623926952,82.82908133787205,15.261509500355452,11.40115202818356,2.7790491001627053,5.050021222748353,277.3996334197405,-0.13030203471719753
999.8103612125432,16.357164675734314,10.70089961474289,82.9017938366639,15.721940588111847,11.626455413462477,2.3001246872782914,3.6134824325349646,271.091109685793,-0.1467772153084667
998.6584855618426,16.45751105603635,9.652420072217778,83.77352186208985,15.377043181061772,11.601816168816102,2.7606703177871763,5.914536804631759,263.3844129397637,-0.1294067413841528
998.5746710586452,16.47043654360005,10.03553236606605,84.00834648228589,15.05859170241128,11.757585791243,4.603612540389866,3.20749338845997,263.7009668680611,-0.11919016587437026
998.8780033463386,16.282739375214778,10.21515372564742,82.52846692595408,15.263793820331834,11.54438231665538,2.2312413176145998,3.4134132488946656,258.68986268884913,-0.15759679285043576
998.7949671815818,16.494379558428452,10.331894879027304,82.1876187803962,15.551399531514052,11.673304798057906,2.062179212723423,3.495359270590942,253.03211324085905,-0.15538607088354495
999.9543898930298,16.578249872543083,10.302240299965424,81.60770767885924,15.13046925361594,11.409920647955628,3.317422983364924,3.565137637416704,257.5349884686607,-0.1345590545673096
999.4085537423454,16.59670856531667,9.96894745811418,85.52747417057769,15.274484049212182,11.295603180721375,2.5900319507191174,3.218444154826011,265.6957729443179,-0.1474367380993481
998.9204262631112,17.174736112180764,10.401223945218412,83.42256917958993,15.758454619459911,11.602603180789398,3.110715862657929,3.1105108770518286,251.5605809793313,-0.14151787632608465
998.205337057742,16.893782140803104,9.920354603626896,81.08181405136668,15.475206580371232,11.612220216245088,3.048252910843264,3.3948998334867477,264.49974357255763,-0.14330654716008734
999.1802466135192,16.590070125674018,10.005542325380116,83.12800662494142,15.120502933358331,11.44805235214858,2.289285989565152,4.536937980511858,262.92794819898506,-0.14050988327858843
998.1965833757548,16.813102099625077,10.322109174410912,82.88576573343919,15.339581029822437,11.19315152944265,2.221196561120114,3.149627562549261,256.6307052274676,-0.15824574561974059
997.8615567425394,16.674789536895897,10.656865586943784,81.57373996876227,15.538563287040912,12.083150371521915,2.8559522954510723,5.122029223495231,254.8994357629099,-0.1402103161486326
999.1638436646026,16.873548552648526,10.154211541540954,84.01405469996169,15.840278794778584,11.735347148971616,2.0115584430291538,3.5211376438704622,252.88819929651785,-0.15339750484710035
998.6628319223066,17.25082199639052,9.974024478129529,82.29917846661101,15.320911478415717,11.6960231015751,2.9336676145198104,3.465858837555148,250.3995262742476,-0.14772224305187381
998.8979775950984,17.08819302768436,10.622315417319507,82.69761553335584,15.5101405989747,11.940192561573715,3.9462053278831815,4.047543820713033,252.5377914948969,-0.12475788131250992
998.5287658565046,17.722257572004672,9.897992903409904,82.26979071852334,15.468832816265373,11.345611032493162,4.126034282650837,3.255655937803541,259.9952847959859,-0.12787634883386556
998.728348234608,17.173142799302447,10.846727875390153,82.49628480607497,15.33357913348748,11.720535522553574,2.294892476458872,3.883439263778453,254.27256970184092,-0.1498088630782477
997.9036390633828,16.809794562561635,10.01767988012861,83.36126072755748,15.292733052604987,11.653347822141336,3.246460240553862,3.4568967442547525,251.02502924199345,-0.14247869445148814
997.639948591606,17.350023539740363,10.522610524418411,82.841275673757,15.273312950900085,11.904875473694297,3.722307824494652,4.350403565558745,250.56355875506253,-0.12856470444721896
998.4244960391442,17.454028233603385,10.62554401900283,81.67366134226313,15.096947157226868,11.590205614987848,2.816127375062127,4.610618041878659,258.5304767753802,-0.14027230640349508
997.607344928224,17.480964750045228,10.60004620579788,83.58906279834343,15.418507316129556,11.343235492248292,3.0551950746477554,4.466441345585881,243.64094272504747,-0.13599402010269257
997.5883598642882,16.84682549133794,10.449424124228344,83.43989521751102,15.549973315024417,11.854876537815578,3.062324035746045,4.232444108783915,255.56410496563691,-0.13911998044033608
997.628199506658,17.152906133483704,10.412756883939013,80.32074603859778,15.59377708297081,11.344214454626744,2.6164644900378264,5.108942602608049,258.2418233774138,-0.1434630133180294
997.7862945536572,17.55855610810293,9.9183052403725,80.55178297270298,15.362019014316624,11.495239622191738,2.614042787218721,4.287636924123216,259.519989472955,-0.14590959589180363
997.520917839084,16.73512371714785,10.196160912293829,80.93570796337006,15.70916981643118,11.860894034772304,2.759887885328738,4.414546248390407,256.37194917678727,-0.14605620768744437
996.929582162098,17.11196112998491,10.663733024925316,82.95067093637954,15.920192214250074,11.955006739042316,3.3047754057234444,3.1295753488062434,251.90641582667544,-0.14248671039700622
997.2131875960504,16.854661636364458,10.66106795647964,81.11978199542023,15.515756706299594,11.787339375864404,3.5473181082347702,3.6450974057840657,246.737572311146,-0.13948770802300786
996.3400431559314,17.02364085877814,10.166194554127143,80.60569576599643,15.665058710646294,11.659876590424847,3.101706271990942,4.507040393383797,246.07287791127283,-0.1463302313460621
997.6799304976728,17.02005515293969,10.596937930040651,999.0,15.799079298592217,11.349352086622964,2.328761452914636,3.294094121247374,250.6231812908958,-0.12103371091993875
996.480691435822,17.71905419941502,10.583521733816031,80.69843762776667,16.042483018615375,11.665487772914,2.528179692353079,4.359218489812229,244.44246235598396,-0.15192078263917008
996.6427830666196,17.293322575991997,11.048038642584446,80.63648344882719,15.99818023830344,11.573463875862878,4.553688568592955,4.93633177345189,241.1247273153607,-0.12030289368370845
997.1331744417474,17.124187052316728,10.41187494711856,79.59100040272007,15.710474431773926,11.704634112592183,2.207763074016289,4.256942573713075,248.3362590491664,-0.15423885061213272
996.6483041543854,17.091729980018638,10.395851594134598,79.73396973300392,15.567846743490922,11.59144106802944,4.292219956458407,4.925037190126371,248.59764091028651,-0.12710170275140992
997.6994773546134,17.46383729461834,10.288969968369816,80.12479390356023,15.843877543128269,11.677049036403677,3.493362328878938,3.663819080978167,237.2460488697026,-0.13812682543273608
996.1903309047804,17.436628627793844,10.280193445751214,81.63671480021122,15.82639241127189,12.122683642085793,2.237007132341528,4.323077900141158,239.0388108649753,-0.15663058785399958
996.877993413092,17.861529788051197,10.706215115205204,81.40586326510449,15.518992178006554,11.291571905924972,2.732795235220797,5.631416229792125,240.97530799758627,-0.13485008873599258
996.631469092586,17.626355908189794,10.39596083285076,80.89235246647455,15.632391740799314,11.34982292190846,4.1606708315049525,4.418022023054937,240.77543651097577,-0.12757795246817843
995.9726549375991,17.064559540890507,10.942985313123566,80.19837872412187,15.3512506788107,11.914624745750926,3.17834466934814,3.617832351728714,243.07332046224505,-0.150029515347128
996.7228947861594,17.322856486643197,10.445473305796066,77.08000910777025,15.737045229407672,11.740889363763577,3.3211504825028806,4.676941268209102,242.23194057048795,-0.13909373898349164
996.2790167313506,17.849727437227926,11.106727965266002,81.3275522068526,15.653611210354567,11.608722364480496,2.7479308703844696,3.2633484107435247,232.99847461794965,-0.15990453033003993
996.653212533714,17.35923834113061,10.7844900002077,80.51898806747072,15.804333966130583,11.569768896296129,2.5706911005776147,3.9028770035707767,235.4786716581292,-0.15850591144833526
996.5806060237744,18.08249408573092,10.749106912860311,78.88396156019861,15.855348506677837,11.871745576778425,4.53514035765244,3.365844697710749,240.4179736890176,-0.12670899508723976
997.1510335017168,17.248896048261216,10.33865858939394,78.45573991933585,15.87991957522902,11.895478183520732,3.1879647802443003,5.191248472971942,225.69913026741003,-0.14461398898211092
